theta,prob_1,prob_2,chsh
0.0,0.20017192649827342,0.6100321190012732,0.603515625
0.4487989505128276,0.20017192649827342,0.6100321190012732,0.568359375
0.8975979010256552,0.20017192649827342,0.6100321190012732,0.75
1.3463968515384828,0.20017192649827342,0.6100321190012732,0.609375
1.7951958020513104,0.20017192649827342,0.6100321190012732,0.455078125
2.243994752564138,0.20017192649827342,0.6100321190012732,0.017578125
2.6927937030769655,0.20017192649827342,0.6100321190012732,-0.158203125
3.141592653589793,0.20017192649827342,0.6100321190012732,-0.3671875
3.5903916041026207,0.20017192649827342,0.6100321190012732,-0.625
4.039190554615448,0.20017192649827342,0.6100321190012732,-0.75
4.487989505128276,0.20017192649827342,0.6100321190012732,-0.67578125
4.9367884556411035,0.20017192649827342,0.6100321190012732,-0.48828125
5.385587406153931,0.20017192649827342,0.6100321190012732,-0.125
5.834386356666759,0.20017192649827342,0.6100321190012732,0.18359375
6.283185307179586,0.20017192649827342,0.6100321190012732,0.544921875
0.0,0.8069371280565173,0.7830579685298837,0.306640625
0.4487989505128276,0.8069371280565173,0.7830579685298837,0.13671875
0.8975979010256552,0.8069371280565173,0.7830579685298837,0.0625
1.3463968515384828,0.8069371280565173,0.7830579685298837,0.01953125
1.7951958020513104,0.8069371280565173,0.7830579685298837,-0.078125
2.243994752564138,0.8069371280565173,0.7830579685298837,0.068359375
2.6927937030769655,0.8069371280565173,0.7830579685298837,0.009765625
3.141592653589793,0.8069371280565173,0.7830579685298837,0.013671875
3.5903916041026207,0.8069371280565173,0.7830579685298837,-0.06640625
4.039190554615448,0.8069371280565173,0.7830579685298837,-0.103515625
4.487989505128276,0.8069371280565173,0.7830579685298837,-0.0703125
4.9367884556411035,0.8069371280565173,0.7830579685298837,0.09765625
5.385587406153931,0.8069371280565173,0.7830579685298837,-0.119140625
5.834386356666759,0.8069371280565173,0.7830579685298837,0.0
6.283185307179586,0.8069371280565173,0.7830579685298837,0.23828125
0.0,0.6486474792858166,0.3316196251589344,0.673828125
0.4487989505128276,0.6486474792858166,0.3316196251589344,0.287109375
0.8975979010256552,0.6486474792858166,0.3316196251589344,0.349609375
1.3463968515384828,0.6486474792858166,0.3316196251589344,0.37890625
1.7951958020513104,0.6486474792858166,0.3316196251589344,0.126953125
2.243994752564138,0.6486474792858166,0.3316196251589344,0.021484375
2.6927937030769655,0.6486474792858166,0.3316196251589344,-0.2109375
3.141592653589793,0.6486474792858166,0.3316196251589344,-0.201171875
3.5903916041026207,0.6486474792858166,0.3316196251589344,-0.41015625
